LSTM_INPUT_SEQ_LEN,LSTM_HIDDEN_SIZE,LSTM_NUM_LAYERS,LSTM_DROPOUT,LSTM_EPOCHS,LSTM_BATCH_SIZE,LSTM_LEARNING_RATE,GARCH_P,GARCH_Q,GARCH_MAE,GARCH_MSE,GARCH_RMSE,LSTM_MAE,LSTM_MSE,LSTM_RMSE,Combined_MAE,Combined_MSE,Combined_RMSE
20,24,1,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.035152162722867246,0.0027686158967143615,0.05261763864631671,0.050009668120106265,0.007539466756317664,0.08683010282337378
20,24,1,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03710372498661775,0.003406614949582452,0.05836621411041196,0.052982753026779614,0.008041065999949817,0.08967199116753133
20,24,1,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032251290319268835,0.00286761938047447,0.05355015761390876,0.05402346459310111,0.007905656970673412,0.08891376142461532
20,24,1,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03309052186767076,0.002817322648747191,0.05307845748274145,0.054402278878838244,0.008099249647916088,0.08999583128076594
20,24,1,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.02989508446019469,0.0025626795598104823,0.050622915362615005,0.05069634214561771,0.006968227449844249,0.08347590939812664
20,24,1,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03114557905383251,0.002604640948258352,0.051035683087995914,0.05183656562119846,0.007613042560400929,0.08725275101909927
20,24,2,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.046160371897274705,0.0038646724480880627,0.062166489752020444,0.047734291399701714,0.00764658526461639,0.08744475550092407
20,24,2,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.04249171410321047,0.0037102389985869916,0.060911731206615624,0.04947392754633046,0.007846727322777802,0.08858175502200101
20,24,2,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03255372374544673,0.0031275790131819405,0.05592476207532707,0.05071234769247371,0.008371084713906877,0.09149363209484514
20,24,2,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03428055703929434,0.0029296699617319794,0.054126425724704746,0.04947318586498938,0.007516267459083479,0.08669640972429872
20,24,2,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03220852267507017,0.0024278469152325894,0.04927318657477502,0.04744522113405865,0.007066529770295368,0.0840626538380473
20,24,2,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.0337366535915377,0.0028961195250711254,0.05381560670540773,0.04745171164785977,0.006488982412536255,0.08055422032728177
20,24,3,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03999488186523409,0.0038230526411630436,0.06183083891686287,0.04926535216326671,0.008257966318004628,0.0908733531790515
20,24,3,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.04388415519115306,0.0046070253667590865,0.06787507176245994,0.05073278721673359,0.008386526264231189,0.09157797914472228
20,24,3,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03519411965435286,0.003297565091960451,0.05742442940039066,0.05092264418105234,0.008565597990525545,0.09255051588470777
20,24,3,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03921911389532271,0.003926690128103915,0.06266330766967153,0.05269745853923878,0.008954019700630332,0.09462568203521882
20,24,3,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03127359353603836,0.002781981325873809,0.0527444909528361,0.05410361061342001,0.008281376978489598,0.09100207128680972
20,24,3,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03330719311421569,0.0032592822445030338,0.05709012387885521,0.05392846101258209,0.008479599145740277,0.0920847389405013
20,36,1,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03373801640999658,0.0026076221049595983,0.05106488132718609,0.047544955054862996,0.0067161046777045085,0.0819518436504299
20,36,1,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03401136157125488,0.002764436816743355,0.052577911871273045,0.05162366496632251,0.00727398780326964,0.08528767673743752
20,36,1,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.031763101207032726,0.003229607921545065,0.05682963946344429,0.04827999851294343,0.0067152873928837615,0.08194685712633377
20,36,1,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.035017642765783605,0.00277709214262509,0.052698122761869706,0.047637369175086965,0.006786810945019206,0.08238210330538548
20,36,1,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.033269801315010464,0.0031166587437157552,0.05582704312173228,0.04686959801704343,0.006520381505148127,0.08074887928106574
20,36,1,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032277598457438564,0.0032181849025791124,0.05672904813743231,0.04898305580446823,0.006878237694981435,0.08293514149611994
20,36,2,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03993892915384609,0.0032713260746862786,0.05719550746943573,0.04696560495147583,0.006708413030691778,0.08190490236055335
20,36,2,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03698841578835671,0.003462021470300385,0.058838945183444485,0.056127810159861194,0.008588362789950536,0.09267342008337955
20,36,2,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.029856224971415976,0.002528383918261725,0.050283038077086444,0.04965170731312896,0.007261748899692677,0.08521589581581994
20,36,2,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032463818491056985,0.0026840786989491315,0.05180809491719544,0.049951506659702286,0.00705948253296185,0.08402072680572246
20,36,2,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03327758559765626,0.0030819654298151495,0.05551545217158147,0.04980599239496583,0.008427433137400898,0.09180105194060087
20,36,2,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03255249138184202,0.003120912504032138,0.05586512779930015,0.05215311909265795,0.008395196857819425,0.09162530686343935
20,36,3,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03452369256536061,0.0033359367124251786,0.057757568442803914,0.04799696120053788,0.006995757514803178,0.08364064511230876
20,36,3,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03756206053129207,0.003744928521320156,0.06119582110994309,0.04877236715742595,0.0065379038208667395,0.0808573053030259
20,36,3,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.030943369261146696,0.002685007392248523,0.05181705696243779,0.05015170978095535,0.007305378127865787,0.08547150477127326
20,36,3,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03232050975634391,0.0030407468018937814,0.05514296693045979,0.04935708633020576,0.006961129200399187,0.08343338181087463
20,36,3,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03222516472100634,0.003063771691073169,0.05535134768976424,0.05001152786039212,0.008410681670115074,0.09170976867332659
20,36,3,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032363588487288854,0.0033814217619667413,0.0581499936540559,0.054945174420726786,0.009342396866027142,0.09665607516357749
20,48,1,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03350926539445942,0.0030440924261979133,0.055173294501941,0.04759462116014471,0.006226417823461795,0.07890765376984539
20,48,1,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03754239287494337,0.003321007084684221,0.057628179605850996,0.04646695334859595,0.006244410637397815,0.07902158336427975
20,48,1,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032975457613834434,0.003150156092747272,0.056126251369098865,0.04628853239838835,0.006152479141758613,0.07843774054470598
20,48,1,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03270137439252506,0.002810710434548413,0.053016133719353896,0.047562652224782176,0.006385420066275034,0.07990882345695645
20,48,1,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03296323680682204,0.0030837194539694805,0.05553124754558896,0.04639213167574363,0.00630634141662171,0.07941247645440677
20,48,1,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.033192696906331906,0.002800556419603848,0.05292028363117348,0.04635860159383839,0.006407264435652514,0.08004538984633977
20,48,2,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.031673663636562814,0.0028181800366089103,0.053086533477040204,0.04983458281168441,0.007436969814677807,0.08623786763758602
20,48,2,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03705663961663334,0.0032767571842779305,0.05724296624283136,0.050944426998068434,0.007780413190711457,0.08820665049026324
20,48,2,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.029642473609700907,0.002690145205439911,0.05186660973535778,0.04951854294548154,0.007550035508012926,0.08689094031032767
20,48,2,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03229198020085159,0.0030026849663747877,0.05479676054635701,0.050003995960306614,0.006857571995761755,0.08281045825112765
20,48,2,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.030390833591640076,0.0029451891325542826,0.05426959676056459,0.049916334463995155,0.008052317177888539,0.08973470442302989
20,48,2,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03160324423476864,0.0028132047601288806,0.05303965271501012,0.04923801295882767,0.00795911032079417,0.08921384601503383
20,48,3,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.033568309100160565,0.003228827789238441,0.05682277526871106,0.04871880787603486,0.008256501653885421,0.09086529400098489
20,48,3,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03804000310514634,0.00382643431741495,0.06185817906643348,0.05100726208685008,0.008654999121396136,0.09303224774988582
20,48,3,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03133168863621598,0.0025503362234094214,0.050500853689907275,0.047684473554559195,0.007517441904299679,0.08670318278067812
20,48,3,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03136626237757229,0.0027733185208076837,0.05266230645165177,0.048464517815396124,0.00761610510795527,0.08727029911691188
20,48,3,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.029387410761979184,0.0029816914311129516,0.054604866368419505,0.05249117951732913,0.00860574325970089,0.0927671453678558
20,48,3,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.028884359494541316,0.002508800191445462,0.0500879246070893,0.04990904773479989,0.007839293743779733,0.08853978621941513
20,60,1,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03119666951589886,0.0026038866330519448,0.05102829247635026,0.04927750201660582,0.007084907721627389,0.08417189389355208
20,60,1,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032292113592896056,0.002643697193224792,0.051416895989789116,0.04859013059368285,0.006933428843406976,0.08326721349611128
20,60,1,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.031592054058043884,0.0027706431007523563,0.05263689866198764,0.05199890280870774,0.006878040554346949,0.08293395296467514
20,60,1,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03175370322319126,0.0028441587552818196,0.053330654930178946,0.04786720293092629,0.006193238037137752,0.07869712851901112
20,60,1,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03534754789984928,0.0027429908476889436,0.052373570125483555,0.046690983696781214,0.007162222147303855,0.08462991283998735
20,60,1,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03367271246393233,0.002885012889547441,0.053712315995006595,0.04792076157657728,0.00706906091412537,0.0840777075931865
20,60,2,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.028992033590714988,0.0025851345804041707,0.050844218751045535,0.05152742308503389,0.007890462118189546,0.08882827319153258
20,60,2,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03546909834025391,0.00309450411773771,0.055628267254496704,0.04914396275785827,0.007883069601929058,0.08878665216083473
20,60,2,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.030509569086838932,0.0024525605078619395,0.049523332963987185,0.04895133514866674,0.007611586685549116,0.08724440776089386
20,60,2,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.0335210807239839,0.002755801917087748,0.0524957323702389,0.04679219136391568,0.006942731069232433,0.08332305244788163
20,60,2,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.029082104663907676,0.0027156720647019362,0.052112110537781295,0.05077926430557425,0.008195535153292839,0.09052919503283369
20,60,2,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03141620265241877,0.0032565804165814354,0.05706645614177768,0.04981789857354309,0.008524197413646375,0.09232658021201898
20,60,3,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03334554738229264,0.003124308284474992,0.05589551220335128,0.04617538243352741,0.007039829783100783,0.08390369350094656
20,60,3,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03645788917571109,0.003147216288665286,0.05610005604868221,0.046430897773669134,0.007184734580464597,0.08476281366533674
20,60,3,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03330788849821706,0.0029337966078624624,0.054164532748492,0.049830188725920946,0.008267793250097289,0.09092740648504877
20,60,3,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.030286844157051632,0.002661309579611854,0.05158788210046865,0.05322124368774485,0.008147456928224725,0.09026326455554733
20,60,3,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03000623975005543,0.0026252994737304518,0.05123767631080133,0.048058294556024644,0.007280458886849128,0.08532560510684427
20,60,3,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03543823067560103,0.002713103136560798,0.052087456614436436,0.0466134895768647,0.007390534033144615,0.08596821524926881
40,24,1,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03290010280925025,0.00264266349891881,0.0514068429191952,0.05028973149843841,0.007446249397902278,0.08629165311837686
40,24,1,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.036780944373064894,0.003293174920637473,0.05738619102743685,0.05169536489149471,0.007853367474374274,0.08861922745304358
40,24,1,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.031225175257256047,0.002734482935181646,0.05229228370593166,0.05285838696565539,0.007812981546359071,0.08839107164391136
40,24,1,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03232325848792834,0.0026382497251001514,0.051363895151167724,0.05157512735378272,0.007702445231112177,0.08776357576530355
40,24,1,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03090814344657791,0.0026525100111186523,0.05150252431792691,0.04923537506975557,0.00704522505804272,0.08393583893690895
40,24,1,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03171687502096889,0.0025696437404997777,0.05069165355854727,0.048823719161798965,0.0066838824904464885,0.0817550150782598
40,24,2,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.033798687947550976,0.0030525170181867896,0.055249588398347274,0.05358710902982169,0.008180053102274258,0.09044364600276936
40,24,2,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.0457597659596946,0.004136697829841811,0.06431716590337148,0.049211947181349774,0.008131532279056422,0.09017500917136866
40,24,2,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.036442867851012736,0.0029732656007973464,0.05452765904380406,0.04703254077991268,0.007245063479644978,0.0851179386477667
40,24,2,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03956851032055432,0.003323184715378569,0.05764707031045523,0.0487122899318127,0.00764367453409004,0.08742811066293289
40,24,2,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03583362890165543,0.003228497853220003,0.05681987199228808,0.04949291786776115,0.008231544665889743,0.09072786047234743
40,24,2,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03579722263339421,0.003092766619175175,0.05561264801441462,0.049720261775116355,0.007845617940165828,0.0885754928869483
40,24,3,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.04025320939482224,0.003642286434638374,0.060351358183874985,0.05046514520245756,0.008458424305719388,0.09196969232154356
40,24,3,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.04224835884987159,0.004143602220949922,0.06437081808513795,0.05079242060683161,0.008218680374788878,0.09065693781939073
40,24,3,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03236154457151977,0.0028098952310698128,0.05300844490333415,0.04991861652096475,0.007645443766610515,0.08743822829066537
40,24,3,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.035376761000931775,0.003355540033630827,0.057927023345161,0.05110533900597569,0.007775959728539834,0.08818140239608256
40,24,3,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.031392895987276084,0.002848389037536103,0.05337030108155755,0.053466301113496685,0.008261614224438989,0.09089342233868736
40,24,3,0.3,40,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.032401687632467466,0.0030908281873849217,0.0555952173067515,0.048475029058483984,0.006778813637453807,0.08233355110435725
40,36,1,0.3,20,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.0325206998390183,0.0026566822522869704,0.051543013612777536,0.04737608767330031,0.006409903961201114,0.0800618758286434
40,36,1,0.3,20,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03485913186193116,0.0029240030733571876,0.05407405175643108,0.04903925454007592,0.006749196781363115,0.08215349524739111
40,36,1,0.3,30,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03283361408412644,0.003038377678933589,0.055121481102502944,0.04762503862884902,0.006515096044067526,0.08071614487862715
40,36,1,0.3,30,16,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.03170750130278353,0.0025635945913810056,0.050631952277005926,0.0510451983492546,0.0071618288111961895,0.08462758894826314
40,36,1,0.3,40,8,0.001,1,1,0.09057653655168632,0.02271409401544185,0.1507119571083922,0.030332984844050195,0.002725997831064707,0.05221108915800078,0.05203716832290607,0.007982781185566308,0.0893464111510155
